"entity_id"	"tweet_id"	"topic"
"RL2013D01E015"	"260099377471827968"	"other topics"
"RL2013D01E015"	"244105338708709376"	"Advertisement"
"RL2013D01E015"	"266364955379511296"	"other topics"
"RL2013D01E015"	"254374447610466304"	"Joke"
"RL2013D01E015"	"253766817301032960"	"For Sale"
"RL2013D01E015"	"271754551374254080"	"For Sale"
"RL2013D01E015"	"269636323021840384"	"For Sale"
"RL2013D01E015"	"250560729063780353"	"News"
"RL2013D01E016"	"12284278158"	"Rapper Kacey Chrysler"
"RL2013D01E016"	"261679810957422592"	"Chrysler response to Romney"
"RL2013D01E016"	"261794533665292289"	"Chrysler response to Romney"
"RL2013D01E016"	"261899177141891072"	"Jefferson North plant"
"RL2013D01E016"	"261981365413765120"	"Chrysler response to Romney"
"RL2013D01E016"	"261984627638538240"	"Chrysler response to Romney"
"RL2013D01E016"	"262018246700589056"	"Mitt Romney statements"
"RL2013D01E016"	"262018744707072002"	"Chrysler response to Romney"
"RL2013D01E016"	"262019777646706689"	"Chrysler response to Romney"
"RL2013D01E016"	"262019827659591681"	"Chrysler response to Romney"
"RL2013D01E016"	"262027767460270081"	"Chrysler response to Romney"
"RL2013D01E016"	"262028759232835584"	"Jefferson North plant"
"RL2013D01E016"	"262030707692535808"	"Dealerships"
"RL2013D01E016"	"262032809005305856"	"Mitt Romney statements"
"RL2013D01E016"	"262035786956943360"	"Mitt Romney statements"
"RL2013D01E016"	"262046964810665984"	"Mitt Romney statements"
"RL2013D01E016"	"262058603979100160"	"Mitt Romney statements"
"RL2013D01E016"	"262084800360374272"	"Chrysler response to Romney"
"RL2013D01E016"	"262084843175833601"	"Chrysler response to Romney"
"RL2013D01E016"	"262092055319310337"	"Chrysler response to Romney"
"RL2013D01E016"	"262098852516077568"	"Chrysler response to Romney"
"RL2013D01E016"	"262120109261348864"	"Chrysler history"
"RL2013D01E016"	"262140225139138560"	"Obama intervention"
"RL2013D01E016"	"262148315255287808"	"Chrysler response to Romney"
"RL2013D01E016"	"262160510743625729"	"Chrysler response to Romney"
"RL2013D01E016"	"262174793279885312"	"Chrysler response to Romney"
"RL2013D01E016"	"262190753932009473"	"Donation to Illinois' Trasnportation Education Center"
"RL2013D01E016"	"262196527777333248"	"Mitt Romney statements"
"RL2013D01E016"	"262198127514222592"	"Chrysler response to Romney"
"RL2013D01E016"	"262214439158304769"	"Chrysler response to Romney"
"RL2013D01E016"	"262229811299233792"	"Mitt Romney statements"
"RL2013D01E016"	"262242125352148994"	"Cars parts, accessories and merchandising"
"RL2013D01E016"	"262243996406013952"	"For sale"
"RL2013D01E016"	"262250671900880897"	"Chrysler response to Romney"
"RL2013D01E016"	"262276061608411136"	"Chrysler response to Romney"
"RL2013D01E016"	"262281643014893568"	"Mitt Romney statements"
"RL2013D01E016"	"262311094331244544"	"Mitt Romney statements"
"RL2013D01E016"	"262313487638863872"	"Cars parts, accessories and merchandising"
"RL2013D01E016"	"262320282428125184"	"Good opinions"
"RL2013D01E016"	"262335453200531457"	"For sale"
"RL2013D01E016"	"262359506737053696"	"Chrysler response to Romney"
"RL2013D01E016"	"262437798416617472"	"Buildings"
"RL2013D01E016"	"262459319398834176"	"other topics"
"RL2013D01E016"	"262499407293992960"	"Chrysler response to Romney"
"RL2013D01E016"	"262530685493993472"	"Test drives"
"RL2013D01E016"	"262539216716697600"	"Buildings"
"RL2013D01E016"	"262548549038915585"	"Chrysler Museum"
"RL2013D01E016"	"262549006910095360"	"Chrysler response to Romney"
"RL2013D01E016"	"262579738772664320"	"Mitt Romney statements"
"RL2013D01E016"	"262605285020008448"	"Car film game"
"RL2013D01E016"	"262612880447385600"	"American situation"
"RL2013D01E016"	"262619688603889664"	"other topics"
"RL2013D01E016"	"262623845180133377"	"Mitt Romney statements"
"RL2013D01E016"	"262627758457376768"	"Chrysler response to Romney"
"RL2013D01E016"	"262640721130045440"	"Chrysler response to Romney"
"RL2013D01E016"	"262651415028191232"	"Chrysler response to Romney"
"RL2013D01E016"	"262661267670581248"	"Chrysler response to Romney"
"RL2013D01E016"	"262661866558476288"	"Dealerships"
"RL2013D01E016"	"262670309050695681"	"Mitt Romney statements"
"RL2013D01E016"	"262671459825106944"	"Mitt Romney statements"
"RL2013D01E016"	"262675911235756034"	"Mitt Romney statements"
"RL2013D01E016"	"262676013945856000"	"Chrysler Museum"
"RL2013D01E016"	"262680903438970881"	"Mitt Romney statements"
"RL2013D01E016"	"262681476506718208"	"Mitt Romney statements"
"RL2013D01E016"	"262682955489632256"	"Racing"
"RL2013D01E016"	"262686349440741376"	"Mitt Romney statements"
"RL2013D01E016"	"262700965860352000"	"Chrysler response to Romney"
"RL2013D01E016"	"262701990533009408"	"Chrysler response to Romney"
"RL2013D01E016"	"262709687588372480"	"Funny comments"
"RL2013D01E016"	"262715088048373761"	"Chrysler response to Romney"
"RL2013D01E016"	"262718540585517057"	"Mitt Romney statements"
"RL2013D01E016"	"262719144909221890"	"Mitt Romney statements"
"RL2013D01E016"	"262721996431958016"	"Chrysler response to Romney"
"RL2013D01E016"	"262725246627495936"	"Mitt Romney statements"
"RL2013D01E016"	"262725400369704960"	"Chrysler response to Romney"
"RL2013D01E016"	"262727468656517121"	"Chrysler response to Romney"
"RL2013D01E016"	"262727658402619394"	"Mitt Romney statements"
"RL2013D01E016"	"262728030525460480"	"Chrysler response to Romney"
"RL2013D01E016"	"262733608014454784"	"Chrysler response to Romney"
"RL2013D01E016"	"262738605531885569"	"Mitt Romney statements"
"RL2013D01E016"	"262739990893699072"	"Chrysler response to Romney"
"RL2013D01E016"	"262742824284471296"	"Chrysler response to Romney"
"RL2013D01E016"	"262753197515493376"	"Mitt Romney statements"
"RL2013D01E016"	"262753914724696064"	"Mitt Romney statements"
"RL2013D01E016"	"262759487599947776"	"Mitt Romney statements"
"RL2013D01E016"	"262762877960716288"	"Mitt Romney statements"
"RL2013D01E016"	"262770134094069760"	"Jobs offers"
"RL2013D01E016"	"262799771079688193"	"Cars parts, accessories and merchandising"
"RL2013D01E016"	"262802505740742656"	"Cars parts, accessories and merchandising"
"RL2013D01E016"	"262822986527150080"	"Walter Chrysler"
"RL2013D01E016"	"262858621354901504"	"Cars parts, accessories and merchandising"
"RL2013D01E016"	"262883669738409984"	"Repair information and solutions"
"RL2013D01E016"	"262899634589032448"	"Chrysler response to Romney"
"RL2013D01E016"	"262909494059732994"	"Chrysler response to Romney"
"RL2013D01E016"	"262928146339344384"	"Chrysler response to Romney"
"RL2013D01E016"	"262951530557239296"	"Chrysler response to Romney"
"RL2013D01E016"	"262953131585986561"	"Buildings"
"RL2013D01E016"	"262956017267130369"	"Moving Jeep production to India"
"RL2013D01E016"	"262957275369586688"	"Chrysler response to Romney"
"RL2013D01E016"	"262958310976782336"	"Chrysler response to Romney"
"RL2013D01E016"	"262961901489774592"	"Chrysler response to Romney"
"RL2013D01E016"	"262964725309116416"	"Earnings and benefits"
"RL2013D01E016"	"262965334070398976"	"For sale"
"RL2013D01E016"	"262967276653932546"	"Earnings and benefits"
"RL2013D01E016"	"262969573278621696"	"Chrysler Windsor"
"RL2013D01E016"	"262969660629209088"	"Mitt Romney statements"
"RL2013D01E016"	"262972266005004288"	"Chrysler response to Romney"
"RL2013D01E016"	"262976337990533120"	"Earnings and benefits"
"RL2013D01E016"	"262978955865387008"	"Moving production to Italy"
"RL2013D01E016"	"262987141964001280"	"Mitt Romney statements"
"RL2013D01E016"	"262987395379634176"	"Mitt Romney statements"
"RL2013D01E016"	"262989194236948482"	"Consumer's report"
"RL2013D01E016"	"262990272168865793"	"Chrysler response to Romney"
"RL2013D01E016"	"262992790269599745"	"Earnings and benefits"
"RL2013D01E016"	"262994882803662848"	"Chrysler response to Romney"
"RL2013D01E016"	"262997619423469568"	"Chrysler response to Romney"
"RL2013D01E016"	"262998544653361152"	"Chrysler response to Romney"
"RL2013D01E016"	"262998945981153281"	"Mitt Romney statements"
"RL2013D01E016"	"262999427273338880"	"Earnings and benefits"
"RL2013D01E016"	"262999583527948288"	"Earnings and benefits"
"RL2013D01E016"	"263000449152589824"	"Chrysler response to Romney"
"RL2013D01E016"	"263016086012821504"	"Chrysler response to Romney"
"RL2013D01E016"	"263017078951407618"	"Chrysler response to Romney"
"RL2013D01E016"	"263020378924937217"	"Chrysler response to Romney"
"RL2013D01E016"	"263021821719375872"	"Earnings and benefits"
"RL2013D01E016"	"263021838488199169"	"Chrysler response to Romney"
"RL2013D01E016"	"263024149541294080"	"Mitt Romney statements"
"RL2013D01E016"	"263032487821848577"	"Mitt Romney statements"
"RL2013D01E016"	"263033339269742592"	"Chrysler response to Romney"
"RL2013D01E016"	"263039600065400834"	"Chrysler response to Romney"
"RL2013D01E016"	"263048822266134528"	"Earnings and benefits"
"RL2013D01E016"	"263049398752272388"	"Chrysler response to Romney"
"RL2013D01E016"	"263054390624153600"	"Chrysler response to Romney"
"RL2013D01E016"	"263064767172845568"	"Earnings and benefits"
"RL2013D01E016"	"263094190232195072"	"Buildings"
"RL2013D01E016"	"263110765765070848"	"Chrysler response to Romney"
"RL2013D01E016"	"263123902698496001"	"Chrysler response to Romney"
"RL2013D01E016"	"263133763486224384"	"Centers"
"RL2013D01E016"	"263134036107620352"	"Complaints "
"RL2013D01E016"	"263134312923279361"	"Buildings"
"RL2013D01E016"	"263167784735895553"	"Mitt Romney statements"
"RL2013D01E016"	"263210087244517376"	"Earnings and benefits"
"RL2013D01E016"	"263223495490691072"	"Chrysler response to Romney"
"RL2013D01E016"	"263240237029933057"	"Chrysler response to Romney"
"RL2013D01E016"	"263245952717049858"	"Chrysler response to Romney"
"RL2013D01E016"	"263257114431090689"	"Chrysler response to Romney"
"RL2013D01E016"	"263267087970099200"	"Chrysler response to Romney"
"RL2013D01E016"	"263275056996708352"	"Chrysler bailout"
"RL2013D01E016"	"263284099928694784"	"Buildings"
"RL2013D01E016"	"263291150604054528"	"Mitt Romney statements"
"RL2013D01E016"	"263292111028379648"	"Mitt Romney statements"
"RL2013D01E016"	"263292945724219392"	"Mitt Romney statements"
"RL2013D01E016"	"263300059532247041"	"Mitt Romney statements"
"RL2013D01E016"	"263306684733202432"	"New products and initiatives at SEMA Show"
"RL2013D01E016"	"263308568143478785"	"Chrysler response to Romney"
"RL2013D01E016"	"263309344135843841"	"Chrysler response to Romney"
"RL2013D01E016"	"263309748101861376"	"Earnings and benefits"
"RL2013D01E016"	"263311060499587072"	"Chrysler response to Romney"
"RL2013D01E016"	"263312440819863553"	"Earnings and benefits"
"RL2013D01E016"	"263313286370578433"	"Mitt Romney statements"
"RL2013D01E016"	"263313338426085378"	"Chrysler response to Romney"
"RL2013D01E016"	"263313369442951168"	"Chrysler response to Romney"
"RL2013D01E016"	"263313905600843777"	"Chrysler response to Romney"
"RL2013D01E016"	"263314932265791488"	"Chrysler response to Romney"
"RL2013D01E016"	"263316054799958016"	"Chrysler response to Romney"
"RL2013D01E016"	"263316806603776001"	"Chrysler response to Romney"
"RL2013D01E016"	"263317436248498177"	"Chrysler response to Romney"
"RL2013D01E016"	"263320300962344960"	"Earnings and benefits"
"RL2013D01E016"	"263320740907065344"	"Chrysler response to Romney"
"RL2013D01E016"	"263320784141967360"	"Chrysler response to Romney"
"RL2013D01E016"	"263323551531151360"	"Chrysler response to Romney"
"RL2013D01E016"	"263323636327407616"	"Chrysler response to Romney"
"RL2013D01E016"	"263323709639639040"	"Chrysler response to Romney"
"RL2013D01E016"	"263323768066277376"	"Chrysler response to Romney"
"RL2013D01E016"	"263323793412460545"	"Chrysler response to Romney"
"RL2013D01E016"	"263324558164103168"	"Chrysler response to Romney"
"RL2013D01E016"	"263324737311236096"	"Chrysler response to Romney"
"RL2013D01E016"	"263325325642039297"	"Chrysler response to Romney"
"RL2013D01E016"	"263328526059593729"	"Chrysler response to Romney"
"RL2013D01E016"	"263329146757869568"	"Chrysler response to Romney"
"RL2013D01E016"	"263329176126365696"	"Chrysler response to Romney"
"RL2013D01E016"	"263329482310569984"	"Moving production to Italy"
"RL2013D01E016"	"263329621158809602"	"Chrysler response to Romney"
"RL2013D01E016"	"263334574170451968"	"Earnings and benefits"
"RL2013D01E016"	"263339026562555904"	"Chrysler response to Romney"
"RL2013D01E016"	"263339850923655168"	"Chrysler response to Romney"
"RL2013D01E016"	"263341276685025281"	"Chrysler response to Romney"
"RL2013D01E016"	"263343692704780288"	"Chrysler response to Romney"
"RL2013D01E016"	"263346082539528193"	"Chrysler response to Romney"
"RL2013D01E016"	"263349345565421571"	"other topics"
"RL2013D01E016"	"263351917026111488"	"Chrysler response to Romney"
"RL2013D01E016"	"263353973338152960"	"Mitt Romney statements"
"RL2013D01E016"	"263355724208427011"	"Mitt Romney statements"
"RL2013D01E016"	"263357785465581568"	"Chrysler response to Romney"
"RL2013D01E016"	"263359018586750976"	"Chrysler response to Romney"
"RL2013D01E016"	"263359949709668352"	"New products and initiatives at SEMA Show"
"RL2013D01E016"	"263360121701281793"	"Mitt Romney statements"
"RL2013D01E016"	"263360697860255744"	"Chrysler response to Romney"
"RL2013D01E016"	"263366424137965568"	"Mitt Romney statements"
"RL2013D01E016"	"263367839203856386"	"Show rooms"
"RL2013D01E016"	"263369223311589376"	"Chrysler response to Romney"
"RL2013D01E016"	"263373199423709184"	"Chrysler response to Romney"
"RL2013D01E016"	"263376248775008256"	"Chrysler response to Romney"
"RL2013D01E016"	"263377788084555777"	"Chrysler response to Romney"
"RL2013D01E016"	"263381009310031872"	"For sale"
"RL2013D01E016"	"263382347297218561"	"Mitt Romney statements"
"RL2013D01E016"	"263387329132105728"	"Chrysler response to Romney"
"RL2013D01E016"	"263388479361265664"	"Mitt Romney statements"
"RL2013D01E016"	"263395438248484865"	"Chrysler response to Romney"
"RL2013D01E016"	"263395895662501889"	"Chrysler response to Romney"
"RL2013D01E016"	"263396033306959873"	"Chrysler response to Romney"
"RL2013D01E016"	"263397358728003584"	"Mitt Romney statements"
"RL2013D01E016"	"263398198779981825"	"Chrysler response to Romney"
"RL2013D01E016"	"263398385757872128"	"Chrysler response to Romney"
"RL2013D01E016"	"263399796340056065"	"Chrysler response to Romney"
"RL2013D01E016"	"263399980138639363"	"Chrysler response to Romney"
"RL2013D01E016"	"263403640897826816"	"Chrysler response to Romney"
"RL2013D01E016"	"263404940372885504"	"Chrysler response to Romney"
"RL2013D01E016"	"263409624508674050"	"Chrysler response to Romney"
"RL2013D01E016"	"263410407186767872"	"Chrysler response to Romney"
"RL2013D01E016"	"263411223675146240"	"Chrysler response to Romney"
"RL2013D01E016"	"263411732595240960"	"Chrysler response to Romney"
"RL2013D01E016"	"263412919302254592"	"Mitt Romney statements"
"RL2013D01E016"	"263415373246902272"	"other topics"
"RL2013D01E016"	"263416691424378882"	"Mitt Romney statements"
"RL2013D01E016"	"263417654965047298"	"Chrysler response to Romney"
"RL2013D01E016"	"263419261375115264"	"Photos"
"RL2013D01E016"	"263420360580534272"	"Mitt Romney statements"
"RL2013D01E016"	"263424081817395200"	"Funny comments"
"RL2013D01E016"	"263424557975748608"	"Mitt Romney statements"
"RL2013D01E016"	"263427875993165825"	"Chrysler response to Romney"
"RL2013D01E016"	"263430302532263936"	"Mitt Romney statements"
"RL2013D01E016"	"263433304873775104"	"Mitt Romney statements"
"RL2013D01E016"	"263436365755207680"	"Chrysler response to Romney"
"RL2013D01E016"	"263438450328498176"	"Chrysler response to Romney"
"RL2013D01E016"	"263439795580203009"	"Mitt Romney statements"
"RL2013D01E016"	"263439865738326016"	"Mitt Romney statements"
"RL2013D01E016"	"263440104360640512"	"Mitt Romney statements"
"RL2013D01E016"	"263440178373357568"	"Chrysler response to Romney"
"RL2013D01E016"	"263440727810383872"	"Mitt Romney statements"
"RL2013D01E016"	"263443369139773441"	"Chrysler response to Romney"
"RL2013D01E016"	"263445924553031680"	"Photos"
"RL2013D01E016"	"263447653319323648"	"Chrysler response to Romney"
"RL2013D01E016"	"263450617358454784"	"New plant in Mexico"
"RL2013D01E016"	"263450618008576000"	"Commercials and ads"
"RL2013D01E016"	"263451268096335872"	"Chrysler response to Romney"
"RL2013D01E016"	"263452220215939072"	"Chrysler response to Romney"
"RL2013D01E016"	"263455702838816768"	"Mitt Romney statements"
"RL2013D01E016"	"263457360092229632"	"Earnings and benefits"
"RL2013D01E016"	"263458140157247488"	"Chrysler response to Romney"
"RL2013D01E016"	"263458612343607296"	"Chrysler response to Romney"
"RL2013D01E016"	"263464720298815488"	"Chrysler response to Romney"
"RL2013D01E016"	"263468047178801153"	"Mitt Romney statements"
"RL2013D01E016"	"263468699623768064"	"Mitt Romney statements"
"RL2013D01E016"	"263469098112008194"	"Mitt Romney statements"
"RL2013D01E016"	"263469300076122112"	"Mitt Romney statements"
"RL2013D01E016"	"263469519350153216"	"Chrysler response to Romney"
"RL2013D01E016"	"263474470981873664"	"Chrysler 200 "
"RL2013D01E016"	"263476355134550016"	"Chrysler response to Romney"
"RL2013D01E016"	"263477658355109889"	"Chrysler response to Romney"
"RL2013D01E016"	"263477990007111680"	"Chrysler response to Romney"
"RL2013D01E016"	"263484663153184768"	"Mitt Romney statements"
"RL2013D01E016"	"263485598705283072"	"Chrysler response to Romney"
"RL2013D01E016"	"263498155503517696"	"Chrysler response to Romney"
"RL2013D01E016"	"263499078992793601"	"Chrysler response to Romney"
"RL2013D01E016"	"263503424270761984"	"other topics"
"RL2013D01E016"	"263510990799372288"	"Chrysler response to Romney"
"RL2013D01E016"	"263512125027274752"	"Chrysler response to Romney"
"RL2013D01E016"	"263512735625670656"	"Chrysler response to Romney"
"RL2013D01E016"	"263514824397447168"	"Mitt Romney statements"
"RL2013D01E016"	"263518603477909504"	"other topics"
"RL2013D01E016"	"263521329746149377"	"Chrysler response to Romney"
"RL2013D01E016"	"263529347753865216"	"Chrysler response to Romney"
"RL2013D01E016"	"263541454012567552"	"Chrysler response to Romney"
"RL2013D01E016"	"263552497614991360"	"Chrysler response to Romney"
"RL2013D01E016"	"263556616425717760"	"Buildings"
"RL2013D01E016"	"263586865230270464"	"Chrysler response to Romney"
"RL2013D01E016"	"263604309864878081"	"Chrysler response to Romney"
"RL2013D01E016"	"263604976750825473"	"Chrysler response to Romney"
"RL2013D01E016"	"263608677548818432"	"Chrysler response to Romney"
"RL2013D01E016"	"263612279059275776"	"Jeep isues"
"RL2013D01E016"	"263630805283270656"	"Cars parts, accessories and merchandising"
"RL2013D01E016"	"263632411705868289"	"Buildings"
"RL2013D01E016"	"263644021556146177"	"Chrysler response to Romney"
"RL2013D01E016"	"263655555862777856"	"Dealerships"
"RL2013D01E016"	"263656059187654656"	"Possible customers"
"RL2013D01E016"	"263656868679913474"	"For sale"
"RL2013D01E016"	"263661207725162497"	"Chrysler response to Romney"
"RL2013D01E016"	"263662161899954176"	"Chrysler response to Romney"
"RL2013D01E016"	"263662498253778945"	"Mitt Romney statements"
"RL2013D01E016"	"263664631246110720"	"Funny comments"
"RL2013D01E016"	"263665740220088320"	"For sale"
"RL2013D01E016"	"263667442537099264"	"Chrysler response to Romney"
"RL2013D01E016"	"263669890026729472"	"Chrysler response to Romney"
"RL2013D01E016"	"263670786873753600"	"Mitt Romney statements"
"RL2013D01E016"	"263676846154084352"	"Chrysler response to Romney"
"RL2013D01E016"	"263678842667941888"	"Chrysler response to Romney"
"RL2013D01E016"	"263679417270804480"	"Chrysler response to Romney"
"RL2013D01E016"	"263686157538320384"	"Chrysler response to Romney"
"RL2013D01E016"	"263688338563796992"	"Mitt Romney statements"
"RL2013D01E016"	"263690221072306176"	"Mitt Romney statements"
"RL2013D01E016"	"263690871168438272"	"Chrysler response to Romney"
"RL2013D01E016"	"263692146996023297"	"Chrysler response to Romney"
"RL2013D01E016"	"263695837987737600"	"Photos"
"RL2013D01E016"	"263697405063602177"	"Mitt Romney statements"
"RL2013D01E016"	"263699436671229952"	"For sale"
"RL2013D01E016"	"263705866560212994"	"Chrysler response to Romney"
"RL2013D01E016"	"263712033365708800"	"Mitt Romney statements"
"RL2013D01E016"	"263718733032325120"	"Chrysler response to Romney"
"RL2013D01E016"	"263722272458674176"	"Chrysler response to Romney"
"RL2013D01E016"	"263725110001795073"	"Check-in"
"RL2013D01E016"	"263725110026989568"	"Check-in"
"RL2013D01E016"	"263725424574611456"	"For sale"
"RL2013D01E016"	"263725575586344960"	"Chrysler response to Romney"
"RL2013D01E016"	"263725688815767552"	"Customer service"
"RL2013D01E016"	"263732211952541696"	"Chrysler response to Romney"
"RL2013D01E016"	"263732601058115585"	"Chrysler bailout"
"RL2013D01E016"	"263734572355833856"	"Chrysler response to Romney"
"RL2013D01E016"	"263735327166967808"	"Mitt Romney statements"
"RL2013D01E016"	"263738441307672576"	"Chrysler bailout"
"RL2013D01E016"	"263744806478573569"	"National Election in USA"
"RL2013D01E016"	"263755451617918977"	"Chrysler response to Romney"
"RL2013D01E016"	"263756175458328577"	"Chrysler response to Romney"
"RL2013D01E016"	"263759985664729088"	"Chrysler response to Romney"
"RL2013D01E016"	"263760589657079808"	"For sale"
"RL2013D01E016"	"263768848233283584"	"Funny comments"
"RL2013D01E016"	"263778969344671744"	"Chrysler response to Romney"
"RL2013D01E016"	"263780332241821697"	"Auto Parts Co. Escapes Chrysler Defect Indemnity Suit"
"RL2013D01E016"	"263780982354759680"	"Chrysler 300"
"RL2013D01E016"	"263789299630231552"	"Chrysler response to Romney"
"RL2013D01E016"	"263792552539459584"	"Obama booed at Chrysler Plant"
"RL2013D01E016"	"263799965770477568"	"Chrylser Museum"
"RL2013D01E016"	"263843709538402305"	"Mitt Romney statements"
"RL2013D01E016"	"263902856246083584"	"Chrysler response to Romney"
"RL2013D01E016"	"263912939558416384"	"Chrysler Cruiser"
"RL2013D01E016"	"263960301416898561"	"Chrysler response to Romney"
"RL2013D01E016"	"263964541862420481"	"Chrysler response to Romney"
"RL2013D01E016"	"263972125185028096"	"For sale"
"RL2013D01E016"	"263976554940485632"	"Chrysler response to Romney"
"RL2013D01E016"	"263978879104999424"	"Earnings and benefits"
"RL2013D01E016"	"263981667205648384"	"Earnings and benefits"
"RL2013D01E016"	"263991495382663168"	"Chrysler response to Romney"
"RL2013D01E016"	"263993943446933505"	"Chrysler response to Romney"
"RL2013D01E016"	"263995265143427072"	"Chrysler response to Romney"
"RL2013D01E016"	"263996971700854784"	"Chrysler response to Romney"
"RL2013D01E016"	"263999388123295744"	"Earnings and benefits"
"RL2013D01E016"	"264000579330793474"	"Earnings and benefits"
"RL2013D01E016"	"264005654451195905"	"Earnings and benefits"
"RL2013D01E016"	"264009194443788289"	"Damaged cars by hurricane Sandy"
"RL2013D01E016"	"264013695800193026"	"Chrysler bailout"
"RL2013D01E016"	"264018392548274176"	"other topics"
"RL2013D01E016"	"264020041199124480"	"#1 seller of mid-sized cars in Canada"
"RL2013D01E016"	"264022096538120192"	"Chrysler bailout"
"RL2013D01E016"	"264022808730931200"	"Mitt Romney statements"
"RL2013D01E016"	"264022855283527680"	"Chrysler response to Romney"
"RL2013D01E016"	"264023937418137601"	"Chrysler response to Donald Tramp"
"RL2013D01E016"	"264024625275617282"	"Earnings and benefits"
"RL2013D01E016"	"264024767865159680"	"other topics"
"RL2013D01E016"	"264025952558936064"	"Sergio Marchionne"
"RL2013D01E016"	"264026514427891714"	"Mitt Romney statements"
"RL2013D01E016"	"264026671391326208"	"Mitt Romney statements"
"RL2013D01E016"	"264030371480481793"	"Chrysler response to Donald Tramp"
"RL2013D01E016"	"264030606344744960"	"Complaints "
"RL2013D01E016"	"264031428411535360"	"Donal Tramp statements"
"RL2013D01E016"	"264032409903845376"	"Mitt Romney statements"
"RL2013D01E016"	"264042385149935617"	"Earnings and benefits"
"RL2013D01E016"	"264045793923723266"	"Earnings and benefits"
"RL2013D01E016"	"264050084713467906"	"Traffic facts"
"RL2013D01E016"	"264051694785146883"	"Dodge news in Colombia"
"RL2013D01E016"	"264053908245209088"	"Mitt Romney statements"
"RL2013D01E016"	"264054010548465665"	"Mitt Romney statements"
"RL2013D01E016"	"264054275905290242"	"Chrysler response to Romney"
"RL2013D01E016"	"264055122034839552"	"Earnings and benefits"
"RL2013D01E016"	"264058628481355776"	"Photos"
"RL2013D01E016"	"264058775290388480"	"Chrysler response to Romney"
"RL2013D01E016"	"264060139148046336"	"Earnings and benefits"
"RL2013D01E016"	"264061761622261761"	"Chrysler response to Romney"
"RL2013D01E016"	"264062795002294272"	"Mitt Romney statements"
"RL2013D01E016"	"264067394568351746"	"Chrysler response to Donald Tramp"
"RL2013D01E016"	"264067650441846784"	"Earnings and benefits"
"RL2013D01E016"	"264070724879257600"	"Chrysler response to Romney"
"RL2013D01E016"	"264082499766984705"	"Chrysler response to Romney"
"RL2013D01E016"	"264088221095448576"	"Chrysler response to Donald Tramp"
"RL2013D01E016"	"264088322475978754"	"Chrysler response to Donald Tramp"
"RL2013D01E016"	"264093076094599168"	"Earnings and benefits"
"RL2013D01E016"	"264095825951600640"	"Chrysler response to Donald Tramp"
"RL2013D01E016"	"264098619223855104"	"Chrysler response to Donald Tramp"
"RL2013D01E016"	"264099686519021568"	"Chrysler 300"
"RL2013D01E016"	"264100944822800386"	"Donal Tramp statements"
"RL2013D01E016"	"264101687202037760"	"Chrysler response to Donald Tramp"
"RL2013D01E016"	"264102427299569664"	"Chrysler bailout"
"RL2013D01E016"	"264103184589529090"	"Support from customers"
"RL2013D01E016"	"264107538256109569"	"Earnings and benefits"
"RL2013D01E016"	"264107723933765634"	"Chrysler response to Donald Tramp"
"RL2013D01E016"	"264110746932236289"	"other topics"
"RL2013D01E016"	"264116186910965760"	"For sale"
"RL2013D01E016"	"264118443366817792"	"Earnings and benefits"
"RL2013D01E016"	"264118443446517762"	"Chrysler response to Romney"
"RL2013D01E016"	"264119060944539648"	"Chrysler response to Donald Tramp"
"RL2013D01E016"	"264119882117959684"	"Chrysler response to Donald Tramp"
"RL2013D01E016"	"264120385442820096"	"For sale"
"RL2013D01E016"	"264122231687376898"	"Chrysler response to Romney"
"RL2013D01E016"	"264123979957149696"	"Donal Tramp statements"
"RL2013D01E016"	"264125401817821184"	"Chrysler response to Donald Tramp"
"RL2013D01E016"	"264126811095580672"	"Funny comments"
"RL2013D01E016"	"264129070458101763"	"Chrysler response to Donald Tramp"
"RL2013D01E016"	"264131030557020160"	"Chrysler response to Romney"
"RL2013D01E016"	"264134775969816576"	"Chrysler response to Donald Tramp"
"RL2013D01E016"	"264135912752037888"	"Chrysler response to Donald Tramp"
"RL2013D01E016"	"264139599587184641"	"Chrysler response to Donald Tramp"
"RL2013D01E016"	"264141222728310785"	"Chrysler response to Donald Tramp"
"RL2013D01E016"	"264141835109277697"	"Buildings"
"RL2013D01E016"	"264145794511286272"	"Chrysler response to Donald Tramp"
"RL2013D01E016"	"264146339766624256"	"Earnings and benefits"
"RL2013D01E016"	"264148311106265088"	"Chrysler response to Romney"
"RL2013D01E016"	"264149057000329218"	"Chrysler response to Donald Tramp"
"RL2013D01E016"	"264154016546713600"	"Chrysler response to Donald Tramp"
"RL2013D01E016"	"264159235640803328"	"Chrysler response to Donald Tramp"
"RL2013D01E016"	"264160201970696193"	"Chrysler response to Donald Tramp"
"RL2013D01E016"	"264161163313573888"	"Earnings and benefits"
"RL2013D01E016"	"264166480302714880"	"Chrysler response to Donald Tramp"
"RL2013D01E016"	"264172822866321409"	"Chrysler response to Donald Tramp"
"RL2013D01E016"	"264173267311529984"	"Chrysler response to Donald Tramp"
"RL2013D01E016"	"264173426581839872"	"Chrysler response to Donald Tramp"
"RL2013D01E016"	"264176063041642497"	"Chrysler response to Donald Tramp"
"RL2013D01E016"	"264176933024178176"	"Earnings and benefits"
"RL2013D01E016"	"264177398604509184"	"Chrysler response to Donald Tramp"
"RL2013D01E016"	"264177577663537152"	"Earnings and benefits"
